playerID, gamertag, servicetag, first_active, last_active, gameID, game_var_name, game_var_class, game_time, isteam, standing, score, teamstanding, kills, deaths, assists, betrayals, suicides, avg_kill_dist, killed_most_cnt, killed_by_most, killed_by_most_cnt, tot_med_cnt, uniq_tot_med_cnt, sty_med_cnt, uniq_sty_med_cnt, mult_med_cnt, oth_med_cnt
3,Z0M Bx,B,/Date(1284499020000-0700)/,/Date(1288766460000-0700)/,291303845,Elite Slayer,3,/Date(1288755961000-0700)/,True,1,4,,5,12,4,0,1,19.7680035,3,FearfulSpoon,7,13,6,12,5,0,1
4,Marcopolos,HALL,/Date(1285881000000-0700)/,/Date(1288761120000-0700)/,291303845,Elite Slayer,3,/Date(1288755961000-0700)/,True,1,8,,9,12,0,0,1,7.44455767,5,INGLE22,6,9,7,3,3,1,5
6,J Teezy12,M16,/Date(1285452360000-0700)/,/Date(1288763460000-0700)/,291303845,Elite Slayer,3,/Date(1288755961000-0700)/,True,1,16,,16,17,0,0,0,11.4696083,5,INGLE22,7,22,7,10,4,0,12
0,Arrow of Doubt,ARRW,/Date(1284516360000-0700)/,/Date(1288761600000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,0,13,,13,12,4,0,1,7.427264,6,AkFuture,6,22,11,15,8,1,6
1,FearfulSpoon,L33,/Date(1285195260000-0700)/,/Date(1288761600000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,0,17,,16,9,2,0,0,12.5483828,5,Gr33nEggsAndBAM,3,25,12,17,7,1,6
2,INGLE22,H77,/Date(1285195380000-0700)/,/Date(1288756980000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,0,17,,16,11,2,0,0,8.78261,5,Gr33nEggsAndBAM,4,24,11,13,5,0,10
7,SaLTMaN 89,SALT,/Date(1284454440000-0700)/,/Date(1288776660000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,0,3,,3,13,0,0,0,17.8509064,2,AkFuture,5,6,6,5,5,0,1
3,Gr33nEggsAndBAM,ESP,/Date(1284514800000-0700)/,/Date(1288792800000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,1,16,,16,13,4,0,0,10.6621447,4,Arrow of Doubt,4,22,13,15,8,2,5
6,AkFuture,TMNT,/Date(1284443940000-0700)/,/Date(1288758420000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,1,20,,19,15,0,0,0,16.4287262,6,Arrow of Doubt,6,29,14,9,6,2,16
4,icanfly62,NUTS,/Date(1284495660000-0700)/,/Date(1288788180000-0700)/,291284560,Elite Slayer,3,/Date(1288755415000-0700)/,True,1,5,,6,11,4,1,0,5.90014029,3,FearfulSpoon,5,19,11,11,5,0,8
